arxiv_id	published	title	exports	semantic_flags	flag_evidence	mapping_kind	disposition_code	class_definition	flag_resolution	reason	source	composite_required	composite_resolution	embedded_result_count	composite_reason
2602.13226	2026-01-27	Variation is the Key: A Variation-Based Framework for LLM-Generated Text Detection	coverage_query_llm_generated.atom	sota;comparative;metric	mprehensive experiments demonstrated that VaryBalance outperforms the state-of-the-art detectors, i.e., Binoculars, by up to 34.3\% in terms of AUROC, and maintains robustness against multiple gen || erated texts. Comprehensive experiments demonstrated that VaryBalance outperforms the state-of-the-art detectors, i.e., Binoculars, by up to 34.3\% in terms of AUROC, and maintains robustness || e-of-the-art detectors, i.e., Binoculars, by up to 34.3\% in terms of AUROC, and maintains robustness against multiple generating models and languages.	explicit_disposition	exclude_rewriting	inference rewrites the target text	candidate_disposition	The claimed improvement over Binoculars depends on LLM rewrites of the target text.	https://arxiv.org/abs/2602.13226	false	not_composite	0	not_composite
2601.20006	2026-01-27	On the Effectiveness of LLM-Specific Fine-Tuning for Detecting AI-Generated Text	coverage_query_ai_generated.atom	best;comparative;metric;high_percent	a 100-million-token benchmark covering 21 large language models, our best fine-tuned detector achieves up to $99.6\%$ token-level accuracy, substantially outperforming existing open-s || detector achieves up to $99.6\%$ token-level accuracy, substantially outperforming existing open-source baselines. || els, our best fine-tuned detector achieves up to $99.6\%$ token-level accuracy, substantially outperforming existing open-source baselines. || 1 large language models, our best fine-tuned detector achieves up to $99.6\%$ token-level accuracy, substantially outperforming existing open-source baselines.	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The 99.6 percent result is token-level accuracy on the authors' benchmark, not document AUROC or low-FPR parity, and no fixed deployment artifact is established.	https://arxiv.org/abs/2601.20006	false	not_composite	0	not_composite
2601.04833	2026-01-08	When AI Settles Down: Late-Stage Stability as a Signature of AI-Generated Text Detection	coverage_query_ai_generated.atom	sota	perturbation sampling or additional model access, our method achieves state-of-the-art performance on EvoBench and MAGE benchmarks and demonstrates strong complementarity with existing global meth	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The SOTA claim lacks like-for-like Binoculars accuracy and a fixed A6000 speed basis.	https://arxiv.org/abs/2601.04833	false	not_composite	0	not_composite
2601.04641	2026-01-08	DP-MGTD: Privacy-Preserving Machine-Generated Text Detection via Adaptive Differentially Private Entity Sanitization	coverage_query_machine_generated.atom	comparative;high_performance;accuracy_claim;metric	at our method achieves near-perfect detection accuracy, significantly outperforming non-private baselines while satisfying strict privacy guarantees. || experiments on the MGTBench-2.0 dataset show that our method achieves near-perfect detection accuracy, significantly outperforming non-private baselines while satisfying strict privacy guarantees. || DP) mechanisms typically degrade the statistical signals required for accurate detection. To resolve this dilemma, we propose \textbf{DP-MGTD}, a framework incorporating an Adaptive Differentially P || istinguishability between human and machine text by exposing distinct sensitivity patterns to perturbation. Extensive experiments on the MGTBench-2.0 dataset show that our method achieves nea	explicit_disposition	exclude_perturbation	inference transforms the target before classification	candidate_disposition	Near-perfect accuracy follows differentially private target-text entity sanitization, an input transformation outside the fixed no-perturbation screen.	https://arxiv.org/abs/2601.04641	false	not_composite	0	not_composite
2601.03812	2026-01-07	AI Generated Text Detection	coverage_query_ai_generated.atom	comparative;metric	reasonable baseline accuracy of 82.87%. However, deep learning models outperform it. The BiLSTM classifier achieves an accuracy of 88.86%, while DistilBERT achieves a similar accuracy of 88. || s show that TF-IDF logistic regression achieves a reasonable baseline accuracy of 82.87%. However, deep learning models outperform it. The BiLSTM classifier achieves an accuracy of 88.86%,	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	DistilBERT reaches 0.96 ROC-AUC but only 88.11 percent accuracy on two topic-split datasets and has no released state, low-FPR row, or fixed speed result.	https://arxiv.org/abs/2601.03812	false	not_composite	0	not_composite
2512.21709	2025-12-25	Detecting AI-Generated Paraphrases in Bengali: A Comparative Study of Zero-Shot and Fine-Tuned Transformers	coverage_query_ai_generated.atom	comparative;metric;high_percent	ght the need for task-specific fine-tuning. Fine-tuning significantly improves performance, with XLM-RoBERTa, mDeBERTa and MultilingualBERT achieving around 91% on both accuracy and F1-sco || aluation shows that all models perform near chance levels (around 50% accuracy) and highlight the need for task-specific fine-tuning. Fine-tuning significantly improves performance, with X || nce, with XLM-RoBERTa, mDeBERTa and MultilingualBERT achieving around 91% on both accuracy and F1-score. IndicBERT demonstrates comparatively weaker performance, indicating limited ef	non_candidate_class	language_specific	non-English detector outside general DW1 use	false_positive	The roughly 91 percent accuracy and F1 claim is for fine-tuned Bengali detectors, not a general English replacement.	https://arxiv.org/abs/2512.21709	true	expanded_results	7	Four fine-tuned transformers have high AUROC or balanced metrics, while three zero-shot variants cross 0.90 only on recall with chance accuracy; all seven states receive separate dispositions.
2512.09292	2025-12-10	Identifying Bias in Machine-generated Text Detection	coverage_query_machine_generated.atom	high_performance	ted using a model or written by a person. While detection models show strong performance, they have the capacity to cause significant negative impacts. We explore potential biases in English machine	non_candidate_class	bias_evaluation	audit of existing detector bias rather than a detector proposal	false_positive	Strong performance describes existing systems; this paper audits demographic bias and releases no new detector.	https://arxiv.org/abs/2512.09292	true	expanded_results	3	Glimpse, Binoculars, and Desklib each exceed 0.90 AUROC; their mechanisms, public-state status, and fixed-screen implications are recorded separately.
2511.21744	2025-11-22	A Lightweight Approach to Detection of AI-Generated Texts Using Stylometric Features	coverage_query_ai_generated.atom	best;high_performance;metric;high_percent	e datasets. We introduce NEULIF, a lightweight approach that achieves best performance in the lightweight detector class, that does not require extensive computational power and provides high dete || ass, that does not require extensive computational power and provides high detection accuracy. In our approach, a text is first decomposed into stylometric and readability features which are the || mains. Existing lightweight alternatives achieved significantly lower accuracy on large datasets. We introduce NEULIF, a lightweight approach that achieves best performance in the lightwei || ated and tested on the Kaggle AI vs. Human corpus, our models achieve 97% accuracy (~ 0.95 F1) for CNN and 95% accuracy (~ 0.94 F1) for the Random Forest, demonstrating high precision	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The 0.995 ROC-AUC is one balanced in-domain Kaggle split with no matched Binoculars row, frozen model, cross-domain test, or measured timing artifact.	https://arxiv.org/abs/2511.21744	false	not_composite	0	not_composite
2511.17402	2025-11-21	PUCP-Metrix: An Open-source and Comprehensive Toolkit for Linguistic Analysis of Spanish Texts	coverage_query_machine_generated.atom	high_performance	Readability Assessment and Machine-Generated Text Detection, showing competitive performance compared to an existing repository and strong neural baselines. PUCP-Metrix offers a comprehensive and extens	non_candidate_class	language_toolkit	non-English analysis toolkit rather than a general DW1 detector	false_positive	Competitive performance concerns a Spanish linguistic-analysis toolkit on readability and detection demonstrations, not a fixed general English detector.	https://arxiv.org/abs/2511.17402	false	not_composite	0	not_composite
2511.01192	2025-11-03	DEER: Disentangled Mixture of Experts with Instance-Adaptive Routing for Generalizable Machine-Generated Text Detection	coverage_query_machine_generated.atom	sota;comparative;metric	Extensive experiments demonstrate that DEER consistently outperforms state-of-the-art detectors, achieving average F1 improvements of 1.28% and 2.92%, and accuracy gains of 1.35% and 2.26% on in- || resemblance. Extensive experiments demonstrate that DEER consistently outperforms state-of-the-art detectors, achieving average F1 improvements of 1.28% and 2.92%, and accuracy gains of 1.35% || onsistently outperforms state-of-the-art detectors, achieving average F1 improvements of 1.28% and 2.92%, and accuracy gains of 1.35% and 2.26% on in-domain and out-of-domain dataset	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The supervised mixture-of-experts claims generalization but lacks a released deployment state and fixed comparator evidence.	https://arxiv.org/abs/2511.01192	false	not_composite	0	not_composite
2511.00988	2025-11-02	Advancing Machine-Generated Text Detection from an Easy to Hard Supervision Perspective	coverage_query_machine_generated.atom	none	none	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	not_flagged	The easy-to-hard supervision framework reports broad effectiveness but no threshold metric, released detector state, or fixed Binoculars and A6000 comparison in the export.	https://arxiv.org/abs/2511.00988	false	not_composite	0	not_composite
2510.22874	2025-10-26	A Comprehensive Dataset for Human vs. AI Generated Text Detection	coverage_query_ai_generated.atom	sota;high_performance;metric	New York Times articles with synthetic versions generated by multiple state-of-the-art LLMs including Gemma-2-9b, Mistral-7B, Qwen-2-72B, LLaMA-8B, Yi-Large, and GPT-4-o. The dataset provides orig || rn generative models, the dataset aims to catalyze the development of robust detection and attribution methods, fostering trust and transparency in the era of generative AI. Our dataset is availab || ks: distinguishing human-written from AI-generated text, achieving an accuracy of 58.35\%, and attributing AI texts to their generating models with an accuracy of 8.92\%. By bridging real-	non_candidate_class	dataset_only	dataset contribution rather than a detector proposal	false_positive	The paper releases a dataset; its 58.35 percent binary accuracy is only a weak baseline, not a candidate detector.	https://arxiv.org/abs/2510.22874	true	no_qualifying_result	0	The only binary baseline is rewrite-based and achieves 0.53 accuracy; no embedded system reaches the frozen threshold or strong-result rule.
2510.20610	2025-10-23	BUSTED at AraGenEval Shared Task: A Comparative Study of Transformer-Based Models for Arabic AI-Generated Text Detection	coverage_query_ai_generated.atom	comparative;metric	Ta model achieved the highest performance with an F1 score of 0.7701, outperforming the specialized Arabic models. This work underscores the complexities of AI-generated text detection and high || ltilingual XLM-RoBERTa model achieved the highest performance with an F1 score of 0.7701, outperforming the specialized Arabic models. This work underscores the complexities of AI-ge	non_candidate_class	language_shared_task	non-English shared-task result outside general DW1 use	false_positive	The 0.7701 F1 result is fifth place on an Arabic shared task and does not establish a general English detector.	https://arxiv.org/abs/2510.20610	true	no_qualifying_result	0	The best official Arabic shared-task macro F1 is 0.7701, so no system has a qualifying aggregate result despite comparative title language.
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	coverage_query_machine_generated.atom	high_performance;metric	ine text detection. We prove that the metric achieving asymptotically optimal performance is identical for both tasks. We unify existing methods under this optimal metric and hypothesize that the acc || y existing methods under this optimal metric and hypothesize that the accuracy with which a method approximates this metric is directly correlated with its transferability. Our large-scale	non_candidate_class	evaluation_suite	evaluation framework rather than a detector proposal	false_positive	Accuracy and strongest-performance language describes cross-task analysis of existing methods; MINT is an evaluation suite, not a new detector.	https://arxiv.org/abs/2510.19492	true	expanded_results	16	All sixteen named MIA or detector methods cross 0.90 in at least one white-box or black-box cell; every method receives a separate disposition even when its mean is weak or its access path is excluded.
2510.16573	2025-10-18	AI-Generated Text Detection in Low-Resource Languages: A Case Study on Urdu	coverage_query_ai_generated.atom	sota;metric;high_percent	significance evaluated through t-tests and MannWhitney U tests. Three state-of-the-art multilingual transformer models such as mdeberta-v3-base, distilbert-base-multilingualcased, and xlm-roberta- || taset. The mDeBERTa-v3-base achieved the highest performance, with an F1-score 91.29 and accuracy of 91.26% on the test set. This research advances efforts in contesting misinformati || ieved the highest performance, with an F1-score 91.29 and accuracy of 91.26% on the test set. This research advances efforts in contesting misinformation and academic misconduct in Urdu-	non_candidate_class	language_specific	non-English detector outside general DW1 use	false_positive	The 91.26 percent accuracy and 91.29 F1 results are for a small Urdu-specific supervised dataset.	https://arxiv.org/abs/2510.16573	true	expanded_results	3	mDeBERTa exceeds 0.90 test accuracy/F1, DistilBERT exceeds 0.90 test precision, and XLM-R exceeds 0.90 training accuracy/F1/precision; all three states are explicit with weaker held-out values preserved.
2510.16549	2025-10-18	ReviewGuard: Enhancing Deficient Peer Review Detection via LLM-Driven Data Augmentation	coverage_query_ai_generated.atom	comparative;metric	recedented challenges. While recent work has focused on using LLMs to improve review efficiency, unchecked deficient reviews from both human experts and AI systems threaten to systematica || ally improves detection performance - for example, Qwen 3-8B achieves recall of 0.6653 and F1 of 0.7073, up from 0.5499 and 0.5606 respectively. This study presents the first LLM-driven	non_candidate_class	different_task	classification target differs from human-versus-machine documents	false_positive	The F1 and recall values concern deficient peer-review classification, not AI-authorship detection.	https://arxiv.org/abs/2510.16549	false	not_composite	0	not_composite
2510.12608	2025-10-14	StyleDecipher: Robust and Explainable Detection of LLM-Generated Texts with Stylistic Analysis	coverage_query_llm_generated.atom	sota;comparative;metric	demic abstracts, demonstrate that StyleDecipher consistently achieves state-of-the-art in-domain accuracy. Moreover, in cross-domain evaluations, it surpasses existing baselines by up to 36.30%, w || the-art in-domain accuracy. Moreover, in cross-domain evaluations, it surpasses existing baselines by up to 36.30%, while maintaining robustness against adversarial perturbations and mixed || e that StyleDecipher consistently achieves state-of-the-art in-domain accuracy. Moreover, in cross-domain evaluations, it surpasses existing baselines by up to 36.30%, while maintaining ro	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Supervised stylistic results lack a runnable frozen state and like-for-like low-FPR, length, and A6000 evidence.	https://arxiv.org/abs/2510.12608	false	not_composite	0	not_composite
2510.12476	2025-10-14	When Personalization Tricks Detectors: The Feature-Inversion Trap in Machine-Generated Text Detection	coverage_query_machine_generated.atom	sota;best	arge performance gaps across detectors in personalized settings: some state-of-the-art models suffer significant drops. We attribute this limitation to the \textit{feature-inversion trap}, where f || his ability also heightens the risk of identity impersonation. To the best of our knowledge, no prior work has examined personalized machine-generated text (MGT) detection. In this pap	non_candidate_class	benchmark_study	benchmark contribution rather than a detector proposal	false_positive	SOTA and correlation claims concern a personalization stress-test and performance predictor, not a new qualifying detector.	https://arxiv.org/abs/2510.12476	true	expanded_results	6	Six named detectors exceed 0.90 AUROC on at least one generator-level aggregate and are expanded individually despite severe collapse or inversion on personalized writing.
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	coverage_query_llm_generated.atom	comparative;high_performance	nstrates that fine-tuned BERT models achieve competitive performance, outperforming LLM-based models. Results are however not always consistent, as we observe challenges when generalizing acros || o-shot and few-shot) demonstrates that fine-tuned BERT models achieve competitive performance, outperforming LLM-based models. Results are however not always consistent, as we observe challenges when gen	non_candidate_class	language_dataset	non-English dataset contribution rather than a detector proposal	false_positive	Competitive performance is a baseline result on a new Arabic dataset, not a released general English detector.	https://arxiv.org/abs/2510.03502	true	expanded_results	13	Ten BERT-family models and three traditional classifiers exceed 0.90 ROC-AUC on the Arabic benchmark and each receives an explicit scope/artifact disposition.
2510.00890	2025-10-01	Span-level Detection of AI-generated Scientific Text via Contrastive Learning and Structural Calibration	coverage_query_ai_generated.atom	sota;comparative;metric	es (GPT, Qwen, DeepSeek, LLaMA) demonstrate that Sci-SpanDet achieves state-of-the-art performance, with F1(AI) of 80.17, AUROC of 92.63, and Span-F1 of 74.36. Furthermore, it shows strong resilie || accuracy across IMRaD sections and diverse disciplines, substantially surpassing existing baselines. To ensure reproducibility and to foster further research on AI-generated text detection i || onstrate that Sci-SpanDet achieves state-of-the-art performance, with F1(AI) of 80.17, AUROC of 92.63, and Span-F1 of 74.36. Furthermore, it shows strong resilience under adversarial	non_candidate_class	different_unit	prediction unit differs from general document-level detection	false_positive	The SOTA F1 and AUROC results concern span localization in scientific documents, not document-level general detection.	https://arxiv.org/abs/2510.00890	false	not_composite	0	not_composite
2509.26051	2025-09-30	CEAID: Benchmark of Multilingual Machine-Generated Text Detection Methods for Central European Languages	coverage_query_machine_generated.atom	best	providing comparison of train-languages combinations to identify the best performing ones. We focus on multi-domain, multi-generator, and multilingual evaluation, pinpointing the differences of	non_candidate_class	language_benchmark	non-English benchmark rather than a general DW1 detector	false_positive	Best-performing claims summarize a Central-European-language benchmark, not a new general English detector.	https://arxiv.org/abs/2509.26051	true	expanded_results	7	Four fine-tuned backbones and three statistical methods cross 0.90 on an aggregate or isolated generator/language/domain cell; all seven receive individual dispositions with weaker means preserved.
2509.25154	2025-09-29	Who's Your Judge? On the Detectability of LLM-Generated Judgments	coverage_query_llm_generated.atom	accuracy_claim	d features to link LLM judges' biases with candidates' properties for accurate detection. Experiments across diverse datasets demonstrate the effectiveness of \textit{J-Detector} and show how its in	non_candidate_class	different_task	classification target differs from human-versus-machine documents	false_positive	J-Detector classifies LLM-generated judgment scores and candidates rather than ordinary document authorship.	https://arxiv.org/abs/2509.25154	false	not_composite	0	not_composite
2509.22147	2025-09-26	Mixture of Detectors: A Compact View of Machine-Generated Text Detection	coverage_query_machine_generated.atom	comparative	erated Text Detection. Large Language Models (LLMs) are gearing up to surpass human creativity. The veracity of the statement needs careful consideration. In recent developments, critical	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The ensemble claim lacks a fixed public state, matched operating point, and latency basis.	https://arxiv.org/abs/2509.22147	false	not_composite	0	not_composite
2509.21269	2025-09-25	LLMTrace: A Corpus for Classification and Fine-Grained Localization of AI-Written Text	coverage_query_ai_generated.atom	high_performance	ext from Large Language Models (LLMs) necessitates the development of robust detection systems. However, progress is limited by a critical lack of suitable training data; existing datasets are oft	non_candidate_class	dataset_only	dataset contribution rather than a detector proposal	false_positive	LLMTrace is a bilingual corpus for classification and interval localization, not a detector release.	https://arxiv.org/abs/2509.21269	true	expanded_results	3	English-only, Russian-only, and bilingual Mistral classifiers each exceed 0.98 mean accuracy and 0.97 TPR at one-percent FPR but lack released detector states.
2509.18880	2025-09-23	Diversity Boosts AI-Generated Text Detection	coverage_query_ai_generated.atom	comparative;high_performance	ignal through a set of interpretable statistical features. Our method outperforms existing zero-shot detectors by up to 33.2% and achieves competitive performance with fine-tuned baselines ac || outperforms existing zero-shot detectors by up to 33.2% and achieves competitive performance with fine-tuned baselines across multiple benchmarks. DivEye is robust to paraphrasing and adversarial attack	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Training-data diversity gains do not establish a released detector that beats Binoculars on identical held-out rows.	https://arxiv.org/abs/2509.18880	false	not_composite	0	not_composite
2510.02319	2025-09-22	Modeling the Attack: Detecting AI-Generated Text by Quantifying Adversarial Perturbations	coverage_query_ai_generated.atom	comparative;metric	"ffectively neutralizing the most sophisticated semantic attacks. This superior performance demonstrates that explicitly modeling perturbation artifacts, rather than merely training on them || ic attacks, an effect we term ""semantic evasion threshold"", where its True Positive Rate at a strict 1% False Positive Rate plummets to 48.8%. In stark contrast, our PIFE model, which explicitly eng"	explicit_disposition	exclude_rewriting	inference rewrites the target text	candidate_disposition	PIFE standardizes the target through a multi-stage transformation and scores the rewrite discrepancy, violating the no-rewriting boundary.	https://arxiv.org/abs/2510.02319	false	not_composite	0	not_composite
2509.15550	2025-09-19	DNA-DetectLLM: Unveiling AI-Generated Text via a DNA-Inspired Mutation-Repair Paradigm	coverage_query_ai_generated.atom	sota;comparative;accuracy_claim;metric	on signal. Empirical evaluations demonstrate that our method achieves state-of-the-art detection performance and exhibits strong robustness against various adversarial attacks and input lengths. S || acks and input lengths. Specifically, DNA-DetectLLM achieves relative improvements of 5.55% in AUROC and 2.08% in F1 score across multiple public benchmark datasets. Code and data are availabl || and AI-generated text, blurring classification boundaries and making accurate detection increasingly challenging. To address the above challenges, we propose a DNA-inspired perspective, leveraging || pecifically, DNA-DetectLLM achieves relative improvements of 5.55% in AUROC and 2.08% in F1 score across multiple public benchmark datasets. Code and data are available at https://githu	explicit_disposition	exclude_regeneration	inference constructs a replacement sequence	candidate_disposition	The SOTA gains require iterative construction of an ideal AI sequence, violating the no-regeneration constraint.	https://arxiv.org/abs/2509.15550	false	not_composite	0	not_composite
2509.14268	2025-09-15	DetectAnyLLM: Towards Generalizable and Robust Detection of Machine-Generated Text Across Domains and Models	coverage_query_machine_generated.atom	sota;comparative;high_performance	e introduce DetectAnyLLM, a unified detection framework that achieves state-of-the-art MGTD performance across diverse LLMs. To ensure a reliable evaluation, we construct MIRAGE, the most diverse || ethods in complex environment. In contrast, DetectAnyLLM consistently outperforms them, achieving over a 70% performance improvement under the same training data and base scoring model, under || DetectAnyLLM: Towards Generalizable and Robust Detection of Machine-Generated Text Across Domains and Models. The rapid advancement of large language models (LLMs) ha	explicit_disposition	exclude_retrieval	inference retrieves a retained example or nearest neighbor	candidate_disposition	Reference Clustering performs nearest-reference lookup over retained human and generated sets.	https://arxiv.org/abs/2509.14268	false	not_composite	0	not_composite
2509.02499	2025-09-02	MoSEs: Uncertainty-Aware AI-Generated Text Detection via Mixture of Stylistics Experts with Conditional Thresholds	coverage_query_ai_generated.atom	comparative	the corresponding confidence level. Our framework achieves an average improvement 11.34% in detection performance compared to baselines. More inspiringly, MoSEs shows a more evident improveme	explicit_disposition	exclude_retrieval	inference retrieves a retained example or nearest neighbor	candidate_disposition	Inference activates examples from a stylistics reference repository for conditional thresholds, crossing the no-retrieval gate.	https://arxiv.org/abs/2509.02499	false	not_composite	0	not_composite
2509.00731	2025-08-31	LLM Encoder vs. Decoder: Robust Detection of Chinese AI-Generated Text with LoRA	coverage_query_ai_generated.atom	comparative;high_performance;accuracy_claim;metric;high_percent	.94% test accuracy with balanced precision-recall metrics, indicating superior generalization and resilience to dataset-specific artifacts. These findings underscore the efficacy of decode || LLM Encoder vs. Decoder: Robust Detection of Chinese AI-Generated Text with LoRA. The rapid growth of large language models (LLMs) has heightened the d || growth of large language models (LLMs) has heightened the demand for accurate detection of AI-generated text, particularly in languages like Chinese, where subtle linguistic nuances pose significan || erformance degradation under distribution shifts (RoBERTa: 76.3% test accuracy; BERT: 79.3%). FastText demonstrates surprising lexical robustness (83.5% accuracy) yet lacks deeper semantic || ntic understanding. In contrast, the LoRA-adapted Qwen2.5-7B achieves 95.94% test accuracy with balanced precision-recall metrics, indicating superior generalization and resilience to da	non_candidate_class	language_specific	non-English detector outside general DW1 use	false_positive	The 95.94 percent result is a Chinese shared-task Qwen detector, not a general English replacement.	https://arxiv.org/abs/2509.00731	false	not_composite	0	not_composite
2509.00623	2025-08-30	A Multi-Strategy Approach for AI-Generated Text Detection	coverage_query_ai_generated.atom	best;high_performance	y a customTransformer encoder.The RoBERTa-based system emerged as the most performant, achieving near-perfect results on both development and test sets. || er.The RoBERTa-based system emerged as the most performant, achieving near-perfect results on both development and test sets.	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Near-perfect RoBERTa scores are confined to the M-DAIGT news-and-abstract task; no public trained state, cross-distribution test, low-FPR result, or fixed deployment basis is released.	https://arxiv.org/abs/2509.00623	false	not_composite	0	not_composite
2508.18715	2025-08-26	EMMM, Explain Me My Model! Explainable Machine Generated Text Detection in Dialogues	coverage_query_machine_generated.atom	sota;high_performance;metric	ferring its outputs, while achieving competitive accuracy compared to state-of-the-art models and maintaining low latency, generating outputs within 1 second. Our code and dataset are open-sourced || with 70\% of human evaluators preferring its outputs, while achieving competitive accuracy compared to state-of-the-art models and maintaining low latency, generating outputs within 1 second. Our code || EMMM, an explanation-then-detection framework that balances latency, accuracy, and non-expert-oriented interpretability. Experimental results demonstrate that EMMM provides explanations a	non_candidate_class	domain_specific	result is restricted to a specialist domain outside general DW1 use	false_positive	Competitive accuracy and sub-second generation are for explanation-first customer-service dialogue detection, not fixed general-document inference.	https://arxiv.org/abs/2508.18715	false	not_composite	0	not_composite
2508.13768	2025-08-19	MGT-Prism: Enhancing Domain Generalization for Machine-Generated Text Detection via Spectral Alignment	coverage_query_machine_generated.atom	sota;comparative;metric	ization. Extensive experiments demonstrate that MGT-Prism outperforms state-of-the-art baselines by an average of 0.90% in accuracy and 0.92% in F1 score on 11 test datasets across three domain-ge || rategy to extract the task-specific and domain-invariant features for improving the detector's performance in domain generalization. Extensive experiments demonstrate that MGT-Prism outperf || rism outperforms state-of-the-art baselines by an average of 0.90% in accuracy and 0.92% in F1 score on 11 test datasets across three domain-generalization scenarios.	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Supervised spectral-alignment results lack a public frozen state and same-row low-FPR, length, and speed comparison.	https://arxiv.org/abs/2508.13768	false	not_composite	0	not_composite
2508.11933	2025-08-16	CAMF: Collaborative Adversarial Multi-agent Framework for Machine Generated Text Detection	coverage_query_machine_generated.atom	sota	Empirical evaluations demonstrate CAMF's significant superiority over state-of-the-art zero-shot MGT detection techniques.	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The SOTA claim comes from a multi-LLM-agent inference pipeline with no public fixed state or plausible near-Binoculars timing basis.	https://arxiv.org/abs/2508.11933	false	not_composite	0	not_composite
2508.11343	2025-08-15	SpecDetect: Simple, Fast, and Training-Free Detection of LLM-Generated Text via Spectral Analysis	coverage_query_llm_generated.atom	sota;comparative	ustness. Extensive experiments show that our approach outperforms the state-of-the-art model while running in nearly half the time. Our work introduces a new, efficient, and interpretable pathway || urther boost robustness. Extensive experiments show that our approach outperforms the state-of-the-art model while running in nearly half the time. Our work introduces a new, efficient, and i	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The formula is fast, but the public artifact is incomplete and published accuracy does not establish Binoculars parity under DW1.	https://arxiv.org/abs/2508.11343	false	not_composite	0	not_composite
2508.06913	2025-08-09	Model-Agnostic Sentiment Distribution Stability Analysis for Robust LLM-Generated Texts Detection	coverage_query_llm_generated.atom	sota;comparative;metric	and LLaMa-3.3. Experimental results demonstrate its superiority over state-of-the-art baselines, with over 16% and 11% F1 score improvements on Gemini-1.5-Pro and GPT-4-0613, respectively. Moreov || ority over state-of-the-art baselines, with over 16% and 11% F1 score improvements on Gemini-1.5-Pro and GPT-4-0613, respectively. Moreover, SentiDetect also shows greater robustness to paraph || ts superiority over state-of-the-art baselines, with over 16% and 11% F1 score improvements on Gemini-1.5-Pro and GPT-4-0613, respectively. Moreover, SentiDetect also shows greater r	explicit_disposition	exclude_multi_perturbation	inference aggregates multiple target perturbations	candidate_disposition	The F1 gains depend on sentiment-altering and semantic-preserving target transformations, violating the strict multi-perturbation screen.	https://arxiv.org/abs/2508.06913	false	not_composite	0	not_composite
2508.01754	2025-08-03	AI-Generated Text is Non-Stationary: Detection via Temporal Tomography	coverage_query_ai_generated.atom	best;comparative;high_performance;metric	RAID benchmark, TDT achieves 0.855 AUROC (7.1\% improvement over the best baseline). More importantly, TDT demonstrates robust performance on adversarial tasks, with 14.1\% AUROC impr || cal anomalies. On the RAID benchmark, TDT achieves 0.855 AUROC (7.1\% improvement over the best baseline). More importantly, TDT demonstrates robust performance on adversarial tasks, with 14. || provement over the best baseline). More importantly, TDT demonstrates robust performance on adversarial tasks, with 14.1\% AUROC improvement on HART Level 2 paraphrasing attacks. Despite its sophist || e of statistical anomalies. On the RAID benchmark, TDT achieves 0.855 AUROC (7.1\% improvement over the best baseline). More importantly, TDT demonstrates robust performance on adversar	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Best-performance language lacks a released qualifying state and matched low-FPR and A6000 comparison.	https://arxiv.org/abs/2508.01754	false	not_composite	0	not_composite
2507.23577	2025-07-31	T-Detect: Tail-Aware Statistical Normalization for Robust Detection of Adversarial Machine-Generated Text	coverage_query_machine_generated.atom	sota;comparative;high_performance;metric	into a two-dimensional detection framework (CT), our method achieves state-of-the-art performance, with an AUROC of 0.926 on the Books domain of RAID. Our contributions are a new, theoretically-j || a passage against the expected moments of a t-distribution, providing superior resilience to statistical outliers. We validate our approach on the challenging RAID benchmark for adversaria || T-Detect: Tail-Aware Statistical Normalization for Robust Detection of Adversarial Machine-Generated Text. Large language models (LLMs) have shown the capability to generate flu || ides a consistent performance uplift over strong baselines, improving AUROC by up to 3.9\% in targeted domains. When integrated into a two-dimensional detection framework (CT), our meth	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Tail normalization targets attacks but has no released fixed state or complete like-for-like Binoculars and A6000 result.	https://arxiv.org/abs/2507.23577	false	not_composite	0	not_composite
